team,sponsor,stage,counterfactual,baseline_roi,counterfactual_roi,roi_delta,roi_ci_low,roi_ci_high,method,reason
Brazil,Adidas,group_or_knockout,budget_cut,4.25,3.9525,-0.2975,3.6725,4.2325,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.25,4.59,0.34,4.32,4.86,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.25,3.485,-0.765,3.105,3.865,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Belgium,Visa,group_or_knockout,player_absent,4.25,3.74,-0.51,3.42,4.06,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Belgium,Visa,group_or_knockout,media_surge,4.25,4.845,0.595,4.585,5.105,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Belgium,Visa,group_or_knockout,budget_cut,4.25,3.9525,-0.2975,3.6725,4.2325,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Belgium,Visa,group_or_knockout,budget_increase,4.25,4.59,0.34,4.32,4.86,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Belgium,Visa,group_or_knockout,negative_news_shock,4.25,3.485,-0.765,3.105,3.865,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.248,3.7382,-0.5098,3.4182,4.0582,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.248,4.8427,0.5947,4.5827,5.1027,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.248,3.9506,-0.2974,3.6706,4.2306,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.248,4.5878,0.3398,4.3178,4.8578,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.248,3.4834,-0.7646,3.1034,3.8634,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Poland,Coca-Cola,tournament,player_absent,4.248,3.7382,-0.5098,3.4182,4.0582,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Poland,Coca-Cola,tournament,media_surge,4.248,4.8427,0.5947,4.5827,5.1027,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Poland,Coca-Cola,tournament,budget_cut,4.248,3.9506,-0.2974,3.6706,4.2306,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Poland,Coca-Cola,tournament,budget_increase,4.248,4.5878,0.3398,4.3178,4.8578,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Poland,Coca-Cola,tournament,negative_news_shock,4.248,3.4834,-0.7646,3.1034,3.8634,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.245,3.7356,-0.5094,3.4156,4.0556,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.245,4.8393,0.5943,4.5793,5.0993,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.245,3.9479,-0.2971,3.6679,4.2279,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.245,4.5846,0.3396,4.3146,4.8546,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.245,3.4809,-0.7641,3.1009,3.8609,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Croatia,Hisense,group_or_knockout,player_absent,4.245,3.7356,-0.5094,3.4156,4.0556,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Croatia,Hisense,group_or_knockout,media_surge,4.245,4.8393,0.5943,4.5793,5.0993,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Croatia,Hisense,group_or_knockout,budget_cut,4.245,3.9479,-0.2971,3.6679,4.2279,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Croatia,Hisense,group_or_knockout,budget_increase,4.245,4.5846,0.3396,4.3146,4.8546,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Croatia,Hisense,group_or_knockout,negative_news_shock,4.245,3.4809,-0.7641,3.1009,3.8609,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Netherlands,Hisense,group_or_knockout,player_absent,4.236,3.7277,-0.5083,3.4077,4.0477,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Netherlands,Hisense,group_or_knockout,media_surge,4.236,4.829,0.593,4.569,5.089,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Netherlands,Hisense,group_or_knockout,budget_cut,4.236,3.9395,-0.2965,3.6595,4.2195,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Netherlands,Hisense,group_or_knockout,budget_increase,4.236,4.5749,0.3389,4.3049,4.8449,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Netherlands,Hisense,group_or_knockout,negative_news_shock,4.236,3.4735,-0.7625,3.0935,3.8535,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.236,3.7277,-0.5083,3.4077,4.0477,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.236,4.829,0.593,4.569,5.089,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.236,3.9395,-0.2965,3.6595,4.2195,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.236,4.5749,0.3389,4.3049,4.8449,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.236,3.4735,-0.7625,3.0935,3.8535,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Scotland,Adidas,group_or_knockout,player_absent,4.228,3.7206,-0.5074,3.4006,4.0406,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Scotland,Adidas,group_or_knockout,media_surge,4.228,4.8199,0.5919,4.5599,5.0799,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Scotland,Adidas,group_or_knockout,budget_cut,4.228,3.932,-0.296,3.652,4.212,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Scotland,Adidas,group_or_knockout,budget_increase,4.228,4.5662,0.3382,4.2962,4.8362,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Scotland,Adidas,group_or_knockout,negative_news_shock,4.228,3.467,-0.761,3.087,3.847,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.228,3.7206,-0.5074,3.4006,4.0406,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.228,4.8199,0.5919,4.5599,5.0799,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.228,3.932,-0.296,3.652,4.212,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.228,4.5662,0.3382,4.2962,4.8362,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.228,3.467,-0.761,3.087,3.847,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.227,3.7198,-0.5072,3.3998,4.0398,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.227,4.8188,0.5918,4.5588,5.0788,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.227,3.9311,-0.2959,3.6511,4.2111,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.227,4.5652,0.3382,4.2952,4.8352,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.227,3.4661,-0.7609,3.0861,3.8461,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.227,3.7198,-0.5072,3.3998,4.0398,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.227,4.8188,0.5918,4.5588,5.0788,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.227,3.9311,-0.2959,3.6511,4.2111,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.227,4.5652,0.3382,4.2952,4.8352,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.227,3.4661,-0.7609,3.0861,3.8461,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.223,3.7162,-0.5068,3.3962,4.0362,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.223,4.8142,0.5912,4.5542,5.0742,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.223,3.9274,-0.2956,3.6474,4.2074,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.223,4.5608,0.3378,4.2908,4.8308,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.223,3.4629,-0.7601,3.0829,3.8429,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Turkey,Hyundai,group_or_knockout,player_absent,4.223,3.7162,-0.5068,3.3962,4.0362,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Turkey,Hyundai,group_or_knockout,media_surge,4.223,4.8142,0.5912,4.5542,5.0742,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Turkey,Hyundai,group_or_knockout,budget_cut,4.223,3.9274,-0.2956,3.6474,4.2074,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Turkey,Hyundai,group_or_knockout,budget_increase,4.223,4.5608,0.3378,4.2908,4.8308,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Turkey,Hyundai,group_or_knockout,negative_news_shock,4.223,3.4629,-0.7601,3.0829,3.8429,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.223,3.7162,-0.5068,3.3962,4.0362,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.223,4.8142,0.5912,4.5542,5.0742,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.223,3.9274,-0.2956,3.6474,4.2074,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.223,4.5608,0.3378,4.2908,4.8308,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.223,3.4629,-0.7601,3.0829,3.8429,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.223,3.7162,-0.5068,3.3962,4.0362,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.223,4.8142,0.5912,4.5542,5.0742,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.223,3.9274,-0.2956,3.6474,4.2074,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.223,4.5608,0.3378,4.2908,4.8308,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.223,3.4629,-0.7601,3.0829,3.8429,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,tournament,player_absent,4.223,3.7162,-0.5068,3.3962,4.0362,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,tournament,media_surge,4.223,4.8142,0.5912,4.5542,5.0742,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,tournament,budget_cut,4.223,3.9274,-0.2956,3.6474,4.2074,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
